heart_rate,heart_rate_variability,heart_rate_moving_average,acc_variability_sum,hr_var_x_acc_var_sum,hr_var_div_acc_var_sum,level(Int)
104.0,5.250955563712636,93.57777777777778,1.2650084887954434,6.642503362384147,4.150892346808797,0
104.0,5.359020537709788,93.66666666666667,1.2614457087596862,6.7601134604490385,4.248282758162783,0
101.0,5.413904510373313,93.75555555555556,1.2574395147241257,6.807657460286574,4.305464710096993,0
101.0,5.466776284641335,93.84444444444445,1.2580181973790534,6.877304047079051,4.3455117270270165,0
101.0,5.517693704821294,93.93333333333334,1.2577269138823537,6.939751875112977,4.387001481724347,0
100.0,5.5536088973989015,94.0111111111111,1.2571032582552726,6.9814598399956305,4.417747455075501,0
100.0,5.588198729796142,94.08888888888889,1.2561294516316317,7.019501006067409,4.448708877455833,0
96.0,5.581995759061638,94.14444444444445,1.2548246556612896,7.004425906267299,4.448391454505982,0
96.0,5.575226100116081,94.2,1.252934667328055,6.985394059027632,4.4496985744832855,0
96.0,5.567887685953767,94.25555555555556,1.2507730915636686,6.964164094439674,4.451521389686411,0
91.0,5.567887685953767,94.25555555555556,1.2482819103335732,6.950293477145147,4.460405166341177,0
91.0,5.567887685953767,94.25555555555556,1.2453095199131912,6.933743541125655,4.471051482708545,0
91.0,5.54432823077662,94.15555555555555,1.241903446512401,6.8855203383974874,4.46434350666422,0
91.0,5.518836205095825,94.05555555555556,1.2380990654942352,6.832865948144892,4.457471767959945,0
91.0,5.4913846949257925,93.95555555555555,1.234851578802488,6.781045060340935,4.446963764352507,0
92.0,5.370249112526029,94.05555555555556,1.2425696735129046,6.672908686434433,4.321854949826891,0
92.0,5.244389428180065,94.15555555555555,1.2432830546210665,6.520260507890139,4.218144232920581,0
92.0,5.0592617878207005,94.27777777777777,1.2422275312785622,6.284754280776474,4.072700800315942,0
92.0,4.86399290360214,94.4,1.2515104022452455,6.087337715305134,3.8864671282034773,0
92.0,4.6573073615743485,94.52222222222223,1.2499331442768813,5.821322834316492,3.7260153654978443,0
91.0,4.478607773684999,94.62222222222222,1.2512973120586142,5.604069868976853,3.579142973532956,0
91.0,4.290118716509796,94.72222222222223,1.2527446678096261,5.374423346377924,3.424548179102646,0
91.0,4.305731743002166,94.66666666666667,1.2542931016721752,5.400649622898528,3.432768154094474,0
91.0,4.320566037730687,94.61111111111111,1.2556332353113704,5.425046312332212,3.440918499958539,0
91.0,4.334629595805598,94.55555555555556,1.257567590238764,5.451089695374874,3.4468088724311827,0
92.0,4.269334372009859,94.44444444444444,1.240270706631318,5.295130358418042,3.4422323504536685,0
92.0,4.200053504207071,94.33333333333333,1.2216216223605623,5.130876175810607,3.438068749473999,0
91.0,4.13397663231231,94.21111111111111,1.1866527352090925,4.905594678023875,3.4836997148847804,0
91.0,4.063110128965215,94.08888888888889,1.1717353965658877,4.760889958253932,3.467570805802389,0
91.0,3.987198616696768,93.96666666666667,1.1541504060584165,4.601826902496131,3.4546312590235924,0
89.0,3.9846929339382777,93.85555555555555,1.1243365582748308,4.480135939126201,3.5440077657660023,0
89.0,3.979049378627127,93.74444444444444,1.1135220399913877,4.4307591813153415,3.5733586782629994,0
89.0,4.010224136873762,93.68888888888888,1.1119865202179182,4.45931518325616,3.606327955134138,0
89.0,4.040386008925813,93.63333333333334,1.1599989422613068,4.686843496681326,3.4830645365970496,0
89.0,4.069557516122432,93.57777777777778,1.206461557535984,4.909764699383341,3.373106884039456,0
88.0,4.111492373588606,93.5111111111111,1.2564627118927683,5.165936857645575,3.272249635565102,0
88.0,4.151921475062,93.44444444444444,1.2910171301993731,5.360201747547691,3.215983133073911,0
92.0,4.154461524890755,93.43333333333334,1.319410334413351,5.481439469863512,3.148702059937509,0
92.0,4.15696999034442,93.42222222222222,1.3300990284671106,5.529181745524047,3.1252851468387792,0
92.0,4.159446928566395,93.41111111111111,1.3510083563155555,5.619447558144271,3.0787493812518405,0
98.0,4.1870885304764345,93.45555555555555,1.3705524928069008,5.73862462304766,3.055014676420417,0
98.0,4.214074864818137,93.5,1.3918183816551202,5.865226858524699,3.0277259181960976,0
99.0,4.251004140758267,93.54444444444445,1.4114574208835042,6.000111340679761,3.0117621404944384,0
99.0,4.287149453535959,93.58888888888889,1.4317299418995202,6.1380402380255985,2.9943632415870898,0
99.0,4.322530469866142,93.63333333333334,1.4505187113667115,6.269911326993582,2.9799689147782424,0
96.0,4.329571977472452,93.65555555555555,1.4680175042348595,6.355887448774294,2.9492444555587793,0
96.0,4.336486896296088,93.67777777777778,1.4843853666166171,6.437017691386624,2.921382667867149,0
94.0,4.327192422018968,93.71111111111111,1.5003476293153528,6.4922928919675185,2.8841073204616983,0
94.0,4.317617713693266,93.74444444444444,1.5147573862671893,6.540143322894928,2.850350326285466,0
94.0,4.307760902720357,93.77777777777777,1.5292526827547592,6.58765491715117,2.816887478716547,0
90.0,4.31628741844789,93.76666666666667,1.5424062629691577,6.657468746989003,2.798393353386341,0
90.0,4.324768256728544,93.75555555555556,1.5531612921922924,6.717062654052713,2.7844760448953174,0
91.0,4.324768256728544,93.75555555555556,1.5630973496488139,6.760033799937708,2.7667762279412207,0
91.0,4.324768256728544,93.75555555555556,1.5722269704273715,6.799517294076783,2.750710190686439,0
91.0,4.324768256728544,93.75555555555556,1.5807494238144273,6.836374929954571,2.7358801039393637,0
96.0,4.329283616167153,93.76666666666667,1.5829645069673055,6.853102304987671,2.734904192778999,0
96.0,4.333765463904306,93.77777777777777,1.572574816348879,6.815170428498428,2.755823036601707,0
93.0,4.332555389691392,93.75555555555556,1.5696701119852694,6.8006827037192705,2.760151802020188,0
93.0,4.331229682410945,93.73333333333333,1.558026474840126,6.748170513809644,2.7799282958734217,0
93.0,4.329788235848348,93.71111111111111,1.546843876385049,6.697506418666041,2.799093244648895,0
88.0,4.362320220120397,93.67777777777778,1.5266409534573313,6.659696700130798,2.8574444015780194,0
88.0,4.394355703335878,93.64444444444445,1.5284066575625195,6.716362512676384,2.8751032525017663,0
90.0,4.402374231753175,93.63333333333334,1.5325922360959425,6.747044567973756,2.872483236725215,0
90.0,4.410349874724002,93.62222222222222,1.536475944850455,6.776396490887646,2.8704134193386697,0
90.0,4.386678278276569,93.64444444444445,1.5398149138414503,6.754672635114597,2.8488162769967023,0
90.0,4.36276378745955,93.66666666666667,1.543028216797877,6.731867627274062,2.8273854399492357,0
90.0,4.338602385754284,93.68888888888888,1.545282623644428,6.704366877608355,2.8076251186148142,0
83.0,4.474145452272394,93.6,1.5479097766933898,6.9255734879207065,2.890424632877229,0
83.0,4.603966156428383,93.5111111111111,1.5499140077052393,7.135751636849202,2.970446379009798,0
83.0,4.728535839561475,93.42222222222222,1.5512799209785109,7.335282703538982,3.0481316068751645,0
83.0,4.848259272927548,93.33333333333333,1.5521717008952538,7.5253308420411384,3.1235127112574586,0
83.0,4.963487155626554,93.24444444444444,1.5524588430425528,7.705609527080571,3.1971573393376667,0
86.0,5.012792623642067,93.13333333333334,1.5520959144968152,7.780334951374623,3.229671749087554,0
86.0,5.059150743177864,93.02222222222223,1.5510857763256145,7.847176758030347,3.2616623811344962,0
86.0,5.102641845920621,92.91111111111111,1.546003248469332,7.8887008695688285,3.3005162478216894,0
86.0,5.097501285023022,92.75555555555556,1.5318495120207745,7.808604855987787,3.3276558620565537,0
86.0,5.087548139075994,92.6,1.4756641669422006,7.50751248642792,3.4476094066335063,0
84.0,5.160785586048738,92.53333333333333,1.4565597792625116,7.516992714036301,3.543109063172888,0
84.0,5.23213922778019,92.46666666666667,1.4515886414166324,7.594913873356115,3.6043979916336126,0
84.0,5.301685125367142,92.4,1.4437329878684833,7.654217706784198,3.672180692766139,0
83.0,5.387934456066749,92.32222222222222,1.4387409514627725,7.75184194574053,3.744869430382553,0
83.0,5.47170682059873,92.24444444444444,1.4069130447411475,7.698215702899462,3.88913014187314,0
83.0,5.5425828563135635,92.1,1.378488848906754,7.640388661569992,4.020738109944175,0
84.0,5.591827905599617,91.96666666666667,1.3571754538502314,7.589091575634549,4.120164926418883,0
84.0,5.637454999944958,91.83333333333333,1.3318177925609618,7.508062873688451,4.2328708196611045,0
85.0,5.5972728333569854,91.65555555555555,1.270782877505521,7.11291847735687,4.404551624765199,0
85.0,5.551045610134428,91.47777777777777,1.2477905438008925,6.926542220533195,4.4486642017525755,0
85.0,5.454670769944721,91.27777777777777,1.1953806074067805,6.520407658180533,4.563086522636986,0
85.0,5.349005531384455,91.07777777777778,1.1901863805247368,6.36631353280526,4.494220969674073,0
85.0,5.233487199245753,90.87777777777778,1.184702546092133,6.200125609887029,4.417516482381164,0
83.0,5.108510438608625,90.64444444444445,1.1786115441450113,6.020949376329421,4.3343094006604215,0
83.0,4.969331663164258,90.41111111111111,1.171981214625359,5.823963358471502,4.2400758650334796,0
84.0,4.884687787517553,90.22222222222223,1.1647625831771076,5.689501565402615,4.193683692479925,0
84.0,4.791026255852675,90.03333333333333,1.156940364449831,5.542931662534903,4.141081936674931,0
84.0,4.687806585895646,89.84444444444445,1.150954748608481,5.395453250594705,4.072936718142945,0
84.0,4.60092809396569,89.66666666666667,1.1419139896170554,5.253864155721556,4.029101880510114,0
84.0,4.5052888880785185,89.4888888888889,1.1321916772978071,5.1008505829047905,3.979228240353044,0
83.0,4.5025863007559765,89.34444444444445,1.121713125663192,5.050610152989256,4.013990794826423,0
83.0,4.495190938440079,89.2,1.1109022875406402,4.993717896445042,4.046395911590484,0
83.0,4.483079577352939,89.05555555555556,1.0994153899296282,4.928766681621034,4.077656945543063,0
88.0,4.4796111834127865,89.02222222222223,1.0872226444268478,4.87033471683413,4.120195623609412,0
88.0,4.475889076063389,88.9888888888889,1.0742241882623254,4.808108309486403,4.166585950223348,0
92.0,4.482174432175698,89.0,1.0603384762724994,4.752622007800736,4.227076788879944,0
92.0,4.488423172093444,89.0111111111111,1.045644866808697,4.6932966499647195,4.292451854398152,0
92.0,4.494635448535406,89.02222222222223,1.0279488925821725,4.620255531882546,4.372388313354773,0
85.0,4.503085362035445,88.94444444444444,1.0005837091040093,4.5057138539573955,4.5004134256128525,0
85.0,4.510163304549845,88.86666666666666,0.9693487525601123,4.371921173107786,4.652728716420352,0
85.0,4.515875727145438,88.78888888888889,0.9332097961615418,4.214259466820248,4.83902693204735,0
85.0,4.52022780683872,88.71111111111111,0.8897386910034795,4.021821571894211,5.080342182623164,0
85.0,4.523223470247505,88.63333333333334,0.8656153811072118,3.915371808031379,5.2253822137954185,0
93.0,4.539863659565211,88.65555555555555,0.8399808889341656,3.8133987124015,5.404658216383373,0
93.0,4.556333480060829,88.67777777777778,0.8126533971868098,3.7027198812874325,5.606667527826959,0
78.0,4.68610185141103,88.53333333333333,0.7816490370391916,3.662886999623005,5.995071545723169,0
78.0,4.807985970095935,88.38888888888889,0.7502231030191083,3.6070621537577097,6.4086561240066695,0
78.0,4.922571519241502,88.24444444444444,0.7163137299966251,3.526105566123034,6.8719928059129,0
77.00000000000001,5.046364310971944,88.07777777777778,0.6795034614208337,3.4290220168959964,7.4264375872999056,0
77.00000000000001,5.161753130553048,87.91111111111111,0.639075027118179,3.298747521885535,8.0767862045351,0
76.0,5.301178819743921,87.74444444444444,0.594567401423159,3.151908115334632,8.915876733719127,0
76.0,5.431861430646774,87.57777777777778,0.5448668092591974,2.959641006054607,9.968971588333543,0
76.0,5.554418110775743,87.41111111111111,0.48787486671762315,2.709860995488668,11.38469030233421,0
79.0,5.621887403490782,87.3,0.42029041985324855,2.3628254171808303,13.375878628562187,0
79.0,5.686361456742733,87.18888888888888,0.36549030061994264,2.0783099582585565,15.55774768747884,0
80.0,5.733098157357669,87.08888888888889,0.2537686107072236,1.4548803544407993,22.590943111323764,0
80.0,5.77770695241333,86.9888888888889,0.2431951061062348,1.4051100553428901,23.756519938728427,0
81.0,5.807879189011906,86.9,0.23766589056975465,1.3803347797780592,24.43613096426948,0
81.0,5.8397663832328846,86.82222222222222,0.2247233132459546,1.312331650222439,25.985316991440765,0
81.0,5.870438436837528,86.74444444444444,0.21142515606851964,1.2411583626990108,27.76472250875393,0
83.0,5.8565455767359005,86.64444444444445,0.20656978661509265,1.2097853700878998,28.350041757222066,0
83.0,5.840888633159266,86.54444444444445,0.12482228288496297,0.7290730532677706,46.78988878655561,0
83.0,5.823453377374311,86.44444444444444,0.11400409601572549,0.6638975379772819,51.07660877801554,0
90.0,5.704937957911621,86.35555555555555,0.1019143799371169,0.5814152145602848,55.97226062529231,0
90.0,5.582476595904417,86.26666666666667,0.1000673468473156,0.558623621789389,55.781620634102154,0
89.0,5.423442894873874,86.15555555555555,0.097976055703824,0.5313675431746712,55.34912958704,0
89.0,5.257228541264067,86.04444444444445,0.09850218081938092,0.5178484763804033,53.36627914981433,0
89.0,5.083129178684265,85.93333333333334,0.09917659715002408,0.5041274548159022,51.24814566423535,0
88.0,4.9738893765932435,85.84444444444445,0.09982362413153224,0.4965116636008652,49.821785193734655,0
88.0,4.860552313165048,85.75555555555556,0.1004726605904956,0.48835262284298014,48.37205030799906,0
84.0,4.783659243226491,85.64444444444445,0.10053454665751323,0.48092301338179805,47.57751068808494,0
84.0,4.702855933641243,85.53333333333333,0.10072525821084427,0.4736963782444153,46.68530182151233,0
84.0,4.617937128291086,85.42222222222222,0.09966758482978177,0.4602586404725506,46.32874217585711,0
84.0,4.594356849051872,85.35555555555555,0.09935393518309378,0.45646743258870265,46.237670041811874,0
84.0,4.5696715010999895,85.28888888888889,0.09788112274969167,0.44728457712493586,46.68116344711536,0
83.0,4.5350074018497315,85.2,0.09630771859190525,0.4367562166695513,47.08383325672815,0
83.0,4.498300414237525,85.11111111111111,0.09474208325927976,0.4261783523709442,47.47442229769628,0
83.0,4.45950009234873,85.02222222222223,0.09320380869702943,0.4156423934916561,47.8416251270596,0
81.0,4.322819281652095,84.85555555555555,0.09132142722147925,0.39476602642099906,47.33112591319999,0
81.0,4.174950566738131,84.68888888888888,0.08934085153146597,0.3729936387341611,46.72535846250858,0
81.0,4.097439899844095,84.55555555555556,0.08742768663719722,0.35822969157831824,46.86125694113443,0
81.0,4.013958168040863,84.42222222222222,0.0853912241423903,0.34275680162535566,47.001178359555496,0
81.0,3.9241243049309427,84.28888888888889,0.08322245411038899,0.3265752548905775,47.146564965229565,0
81.0,3.9191103222355363,84.21111111111111,0.080649979056111,0.31607616540688444,48.58804041480364,0
81.0,3.9125266987638274,84.13333333333334,0.07795669796514129,0.30500766213608305,50.18202387528465,0
81.0,3.87573842185037,84.03333333333333,0.07838395584525647,0.30379570932608335,49.439250514424536,0
81.0,3.8359622966829976,83.93333333333334,0.07561473780372718,0.29005528328866803,50.723644247715214,0
81.0,3.793104328836564,83.83333333333333,0.07273662057742065,0.27589759037715694,52.14131321467709,0
80.0,3.7567251390390046,83.72222222222223,0.06777545273088206,0.2546137470838544,55.420816527607194,0
80.0,3.7166326563332626,83.61111111111111,0.0681190154006971,0.2531733571554993,54.55286025306677,0
82.0,3.719973420226482,83.6,0.22129920019523325,0.8232271426436468,16.80894159368349,0
82.0,3.723277656094162,83.58888888888889,0.28363215728941854,1.056041273785477,13.126672324294374,0
82.0,3.7265454611018,83.57777777777778,0.4317390086477118,1.6088950430567213,8.631277400667981,0
85.0,3.729023729815699,83.6,0.5069231111110198,1.8903283105249933,7.356046878932381,0
85.0,3.7313665231169932,83.62222222222222,0.5698432835520071,2.1262941516690237,6.547942480665647,0
91.0,3.8036876777757285,83.67777777777778,0.6252137287916959,2.3781177561811897,6.083722518220343,0
91.0,3.8738535817754123,83.73333333333333,0.6742405984368507,2.6119093572329914,5.745421050802719,0
91.0,3.9419793250031177,83.78888888888889,0.7187280948850886,2.8332112903358984,5.484583818579088,0
95.0,4.109305538651023,83.88888888888889,0.7596726932090205,3.121727205765768,5.409239377683679,0
95.0,4.267711131522704,83.9888888888889,0.7975256263376442,3.403608993195781,5.351122872241357,0
92.0,4.35045594350236,84.07777777777778,0.8326322367549817,3.622329863142374,5.224880208404023,0
92.0,4.429852763424358,84.16666666666667,0.865722963150983,3.8350252606743056,5.116881246269234,0
92.0,4.5060785689902305,84.25555555555556,0.8965015267274693,4.039706316653672,5.026236065741109,0
91.0,4.559620305282009,84.34444444444445,0.9252787530989113,4.218919790675815,4.927780965683689,0
91.0,4.61080801615055,84.43333333333334,0.9622130913377069,4.4365798347849,4.791828483081286,0
88.0,4.6234488912972065,84.4888888888889,0.9997691188552236,4.622381424124368,4.624470349602012,0
88.0,4.6378995633315485,84.53333333333333,1.0384544474317519,4.816247428283426,4.466112994818103,0
85.0,4.637805348646651,84.54444444444445,1.0517511399175512,4.877817062154832,4.409561422862812,0
85.0,4.637805348646651,84.54444444444445,1.1027444151773529,5.114313946899751,4.205655660785331,0
85.0,4.637805348646651,84.54444444444445,1.1282585920469788,5.232643732852019,4.11055078669915,0
88.0,4.6518759723817205,84.57777777777778,1.151119850796527,5.354866775251995,4.041139206982465,0
88.0,4.665663348538772,84.61111111111111,1.1726455521794241,5.471169373630549,3.978715949340335,0
88.0,4.679169980922092,84.64444444444445,1.1922138332566297,5.578571179414478,3.924741185672042,0
83.0,4.679169980922092,84.64444444444445,1.2112684283965744,5.6677308689919315,3.8630011657320824,0
83.0,4.679169980922092,84.64444444444445,1.2291699695381118,5.751495222913655,3.8067411582376995,0
84.0,4.679169980922092,84.64444444444445,1.2460998104691854,5.830712826380121,3.7550221831254906,0
84.0,4.679169980922092,84.64444444444445,1.2619913714766282,5.905072141596139,3.7077376353776397,0
84.0,4.679169980922092,84.64444444444445,1.2756120701561868,5.968805705976715,3.668147557488697,0
85.0,4.678809776411689,84.65555555555555,1.2897231591828138,6.034369326049118,3.6277347318698263,0
85.0,4.67842285919503,84.66666666666667,1.3031060558419638,6.096481159606519,3.590181272206202,0
85.0,4.6751661496509245,84.68888888888888,1.315688834050972,6.151063900428797,3.553371051683855,0
85.0,4.671800279622893,84.71111111111111,1.3271936390713361,6.200383614127193,3.520032753143911,0
85.0,4.668325012996277,84.73333333333333,1.3374389640627922,6.243599769290162,3.49046964664373,0
80.0,4.681570636065936,84.64444444444445,1.3474186144256546,6.308035419783794,3.4744479862938555,0
80.0,4.693076686888266,84.55555555555556,1.3565981780720788,6.3666192829851695,3.4594194276181893,0
80.0,4.649459985020845,84.42222222222222,1.3652143117816449,6.34750931360653,3.4056381393861987,0
80.0,4.601525014538782,84.28888888888889,1.3729420091563997,6.317626998644307,3.351555614362774,0
80.0,4.549135270615997,84.15555555555555,1.380139167876602,6.278439766946063,3.29611854754437,0
84.0,4.548270719935561,84.14444444444445,1.3866632667800172,6.306919934705746,3.2799873112842683,0
84.0,4.547378550922904,84.13333333333334,1.3925551855409393,6.3324755817053315,3.2654690768795023,0
85.0,4.547378550922904,84.13333333333334,1.3978945292720226,6.356755598864065,3.2529965070583264,0
85.0,4.547378550922904,84.13333333333334,1.4026033156677378,6.378168233120817,3.2420757026380054,0
85.0,4.547378550922904,84.13333333333334,1.406563956301095,6.39617876538486,3.232946643546043,0
86.0,4.452902376600123,84.05555555555556,1.4101175189045891,6.279115651215713,3.157801203723201,0
86.0,4.354973336204439,83.97777777777777,1.4131929275453725,6.154417518372789,3.08163339554405,0
82.0,4.313495357277421,84.02222222222223,1.4153653503243722,6.1051718674755096,3.0475981910302905,0
82.0,4.271146992227488,84.06666666666666,1.4170076008129568,6.052247752175749,3.014180621170188,0
82.0,4.227902086724781,84.11111111111111,1.4181073421731487,5.995618991173589,2.981348553460229,0
81.0,4.1729764957351465,84.15555555555555,1.4186395643356855,5.919949557892764,2.9415132536196396,0
81.0,4.116833079776493,84.2,1.4185694951684344,5.84001382367125,2.90208133826697,0
82.0,4.030222900686004,84.26666666666667,1.4178619530064185,5.714299713017851,2.842444899301679,0
82.0,3.940569741501966,84.33333333333333,1.4166541136601392,5.582424334463432,2.781583653814017,0
82.0,3.8476608974834163,84.4,1.4147867750480847,5.443619752629182,2.719585572530476,0
83.0,3.8074767105490874,84.44444444444444,1.412296808915769,5.3772872083295855,2.6959274617334,0
83.0,3.7663335506142195,84.4888888888889,1.4091684339399935,5.307398351214695,2.6727158604632746,0
84.0,3.7362481932813516,84.53333333333333,1.4054964806796852,5.251283686602772,2.6582931097368894,0
84.0,3.705379562591641,84.57777777777778,1.4015747575587492,5.1933664621025235,2.64370709128258,0
84.0,3.686277146525904,84.61111111111111,1.396087789182844,5.146366511808592,2.6404147152783146,0
82.0,3.6767651200227136,84.62222222222222,1.3908772553237636,5.1139289786073405,2.6434674025155656,0
82.0,3.6671943780964193,84.63333333333334,1.3844850799357677,5.077175901698819,2.648759415068889,0
80.0,3.695730910969107,84.6,1.3775354972997187,5.091000518327771,2.6828376400006557,0
80.0,3.723747055699658,84.56666666666666,1.3699268129668796,5.101260936309434,2.71818891240328,0
80.0,3.7512544718213885,84.53333333333333,1.360999639976896,5.1054559856106305,2.7562291710770457,0
83.0,3.7089660908629853,84.45555555555555,1.3943558494108994,5.171618564061481,2.659966243744404,0
83.0,3.664520992894736,84.37777777777778,1.3852572790665305,5.076304379699543,2.6453530291743355,0
83.0,3.633936313914081,84.31111111111112,1.37595077651511,5.000117492936536,2.641017371961529,0
83.0,3.6018444435810584,84.24444444444444,1.3652377668744413,4.9173740647837185,2.638235000982288,0
83.0,3.5682047158036054,84.17777777777778,1.3539777000366984,4.831269614363866,2.635330229149713,0
